,title,year,genres,averagerating,numvotes,domestic_gross,foreign_gross,total_gross,genre0,genre1,genre2
204,Miss Peregrine'S Home For Peculiar Children,2016,"Adventure,Drama,Fantasy",6.7,140619,87200000.0,209200000.0,296400000.0,Adventure,Drama,Fantasy
205,Ferdinand,2017,"Adventure,Animation,Comedy",6.7,40229,84400000.0,211700000.0,296100000.0,Adventure,Animation,Comedy
206,Shutter Island,2010,"Mystery,Thriller",8.1,1005960,128000000.0,166800000.0,294800000.0,Mystery,Thriller,
207,Salt,2010,"Action,Mystery,Thriller",6.4,277204,118300000.0,175200000.0,293500000.0,Action,Mystery,Thriller
208,Divergent,2014,"Action,Adventure,Mystery",6.7,399703,150900000.0,137900000.0,288800000.0,Action,Adventure,Mystery
209,Bridesmaids,2011,"Comedy,Romance",6.8,249501,169100000.0,119300000.0,288400000.0,Comedy,Romance,
210,Sex And The City 2,2010,"Comedy,Drama,Romance",4.4,69199,95300000.0,193000000.0,288300000.0,Comedy,Drama,Romance
211,Pitch Perfect 2,2015,"Comedy,Music",6.4,130692,184300000.0,103200000.0,287500000.0,Comedy,Music,
212,Elysium,2013,"Action,Drama,Sci-Fi",6.6,395572,93100000.0,193100000.0,286200000.0,Action,Drama,Sci-Fi
213,Oblivion,2013,"Action,Adventure,Sci-Fi",7.0,453966,89100000.0,197100000.0,286200000.0,Action,Adventure,Sci-Fi
214,John Carter,2012,"Action,Adventure,Sci-Fi",6.6,241792,73100000.0,211100000.0,284200000.0,Action,Adventure,Sci-Fi
215,Turbo,2013,"Adventure,Animation,Comedy",6.4,74639,83000000.0,199500000.0,282500000.0,Adventure,Animation,Comedy
216,The Tourist,2010,"Action,Adventure,Thriller",6.0,206714,67600000.0,210700000.0,278300000.0,Action,Adventure,Thriller
217,The Bourne Legacy,2012,"Action,Adventure,Thriller",6.7,268678,113200000.0,162900000.0,276100000.0,Action,Adventure,Thriller
218,Mr. Peabody & Sherman,2014,"Adventure,Animation,Comedy",6.8,57277,111500000.0,164200000.0,275700000.0,Adventure,Animation,Comedy
219,Lincoln,2012,"Biography,Drama,History",7.4,228701,182200000.0,93100000.0,275300000.0,Biography,Drama,History
220,Tomb Raider,2018,"Action,Adventure,Fantasy",6.3,163560,58300000.0,216400000.0,274700000.0,Action,Adventure,Fantasy
221,The Expendables,2010,"Action,Adventure,Thriller",6.5,307897,103100000.0,171400000.0,274500000.0,Action,Adventure,Thriller
222,Cloudy With A Chance Of Meatballs 2,2013,"Adventure,Animation,Comedy",6.4,81010,119800000.0,154500000.0,274300000.0,Adventure,Animation,Comedy
223,Grown Ups,2010,Comedy,6.0,210377,162000000.0,109400000.0,271400000.0,Comedy,,
224,Neighbors,2014,Comedy,6.3,266020,150200000.0,120500000.0,270700000.0,Comedy,,
225,We'Re The Millers,2013,"Comedy,Crime",7.0,371759,150400000.0,119600000.0,270000000.0,Comedy,Crime,
226,Epic,2013,"Adventure,Animation,Family",6.7,95318,107500000.0,160900000.0,268400000.0,Adventure,Animation,Family
227,Exodus: Gods And Kings,2014,"Action,Adventure,Drama",6.0,150858,65000000.0,203200000.0,268200000.0,Action,Adventure,Drama
228,The Lone Ranger,2013,"Action,Adventure,Western",6.4,208827,89300000.0,171200000.0,260500000.0,Action,Adventure,Western
229,Super 8,2011,"Mystery,Sci-Fi,Thriller",7.0,320575,127000000.0,133100000.0,260100000.0,Mystery,Sci-Fi,Thriller
230,Blade Runner 2049,2017,"Drama,Mystery,Sci-Fi",8.0,376241,92100000.0,167200000.0,259300000.0,Drama,Mystery,Sci-Fi
231,Annabelle,2014,"Horror,Mystery,Thriller",5.4,122039,84300000.0,172800000.0,257100000.0,Horror,Mystery,Thriller
232,Lost In Hong Kong,2015,"Action,Adventure,Comedy",5.4,1281,1300000.0,255000000.0,256300000.0,Action,Adventure,Comedy
233,Get Out,2017,"Horror,Mystery,Thriller",7.7,400474,176000000.0,79400000.0,255400000.0,Horror,Mystery,Thriller
234,Baahubali 2: The Conclusion,2017,"Action,Drama",8.3,65656,20200000.0,234000000.0,254200000.0,Action,Drama,
235,Kung Fu Yoga,2017,"Action,Adventure,Comedy",5.2,7549,363000.0,253800000.0,254163000.0,Action,Adventure,Comedy
236,True Grit,2010,"Adventure,Drama,Western",7.6,284034,171200000.0,81000000.0,252200000.0,Adventure,Drama,Western
237,American Hustle,2013,"Crime,Drama",7.2,418221,150100000.0,101100000.0,251200000.0,Crime,Drama,
238,Grown Ups 2,2013,Comedy,5.4,128500,133699999.0,113300000.0,246999999.0,Comedy,,
239,Journey To The West: The Demons Strike Back,2017,"Adventure,Comedy,Fantasy",5.4,2340,880000.0,245700000.0,246580000.0,Adventure,Comedy,Fantasy
240,The Peanuts Movie,2015,"Adventure,Animation,Comedy",7.1,39149,130199999.0,116100000.0,246299999.0,Adventure,Animation,Comedy
241,Teenage Mutant Ninja Turtles: Out Of The Shadows,2016,"Action,Adventure,Comedy",6.0,77234,82100000.0,163600000.0,245700000.0,Action,Adventure,Comedy
242,Rango,2011,"Adventure,Animation,Comedy",7.2,215761,123500000.0,122200000.0,245700000.0,Adventure,Animation,Comedy
243,Dark Shadows,2012,"Comedy,Fantasy,Horror",6.2,229818,79700000.0,165800000.0,245500000.0,Comedy,Fantasy,Horror
244,Pixels,2015,"Action,Comedy,Sci-Fi",5.6,119789,78700000.0,166100000.0,244800000.0,Action,Comedy,Sci-Fi
245,After Earth,2013,"Action,Adventure,Drama",4.8,181687,60500000.0,183300000.0,243800000.0,Action,Adventure,Drama
246,Daddy'S Home,2015,Comedy,6.2,96909,150400000.0,92400000.0,242800000.0,Comedy,,
247,Assassin'S Creed,2016,"Action,Adventure,Sci-Fi",5.8,167110,54600000.0,186300000.0,240900000.0,Action,Adventure,Sci-Fi
248,Alien: Covenant,2017,"Horror,Sci-Fi,Thriller",6.4,226920,74300000.0,166600000.0,240900000.0,Horror,Sci-Fi,Thriller
249,Sully,2016,"Biography,Drama",7.5,202718,125100000.0,115700000.0,240800000.0,Biography,Drama,
250,Resident Evil: Retribution,2012,"Action,Horror,Sci-Fi",5.4,125191,42300000.0,197700000.0,240000000.0,Action,Horror,Sci-Fi
251,Planes,2013,"Adventure,Animation,Comedy",5.7,39870,90300000.0,149000000.0,239300000.0,Adventure,Animation,Comedy
252,Crazy Rich Asians,2018,"Comedy,Romance",7.0,96617,174500000.0,64000000.0,238500000.0,Comedy,Romance,
253,Gulliver'S Travels,2010,"Adventure,Comedy,Family",4.9,61178,42800000.0,194600000.0,237400000.0,Adventure,Comedy,Family
254,Silver Linings Playbook,2012,"Comedy,Drama,Romance",7.7,621018,132100000.0,104300000.0,236400000.0,Comedy,Drama,Romance
255,Hidden Figures,2016,"Biography,Drama,History",7.8,171131,169600000.0,66300000.0,235900000.0,Biography,Drama,History
256,Spy,2015,"Action,Comedy,Crime",7.0,213908,110800000.0,124800000.0,235600000.0,Action,Comedy,Crime
257,American Reunion,2012,Comedy,6.7,192250,57000000.0,178000000.0,235000000.0,Comedy,,
258,Alvin And The Chipmunks: The Road Chip,2015,"Adventure,Animation,Comedy",5.1,14507,85900000.0,148900000.0,234800000.0,Adventure,Animation,Comedy
259,The Imitation Game,2014,"Biography,Drama,Thriller",8.0,620834,91100000.0,142400000.0,233500000.0,Biography,Drama,Thriller
260,Argo,2012,"Biography,Drama,Thriller",7.7,534683,136000000.0,96300000.0,232300000.0,Biography,Drama,Thriller
261,The Heat,2013,"Action,Comedy,Crime",6.6,153501,159600000.0,70300000.0,229900000.0,Action,Comedy,Crime
262,Goodbye Mr. Loser,2015,Comedy,6.7,1777,1300000.0,226800000.0,228100000.0,Comedy,,
263,The Green Hornet,2011,"Action,Comedy,Crime",5.8,148622,98800000.0,129000000.0,227800000.0,Action,Comedy,Crime
264,Immortals,2011,"Action,Drama,Fantasy",6.0,152992,83500000.0,143400000.0,226900000.0,Action,Drama,Fantasy
265,Baby Driver,2017,"Action,Crime,Drama",7.6,363977,107800000.0,119100000.0,226900000.0,Action,Crime,Drama
266,Percy Jackson & The Olympians: The Lightning Thief,2010,"Adventure,Family,Fantasy",5.9,165108,88800000.0,137700000.0,226500000.0,Adventure,Family,Fantasy
267,The Fate Of The Furious,2017,"Action,Crime,Thriller",6.7,179774,226000000.0,1010.0,226001010.0,Action,Crime,Thriller
268,Valerian And The City Of A Thousand Planets,2017,"Action,Adventure,Fantasy",6.5,139792,41200000.0,184700000.0,225900000.0,Action,Adventure,Fantasy
269,The Social Network,2010,"Biography,Drama",7.7,568578,97000000.0,128000000.0,225000000.0,Biography,Drama,
270,Non-Stop,2014,"Action,Mystery,Thriller",7.0,234717,92200000.0,130600000.0,222800000.0,Action,Mystery,Thriller
271,Geostorm,2017,"Action,Sci-Fi,Thriller",5.3,78287,33700000.0,187900000.0,221600000.0,Action,Sci-Fi,Thriller
272,Inferno,2016,"Action,Adventure,Crime",6.2,138978,34300000.0,185700000.0,220000000.0,Action,Adventure,Crime
273,Green Lantern,2011,"Action,Adventure,Sci-Fi",5.5,252281,116600000.0,103300000.0,219900000.0,Action,Adventure,Sci-Fi
274,Captain Phillips,2013,"Biography,Drama,Thriller",7.8,387402,107100000.0,111700000.0,218800000.0,Biography,Drama,Thriller
275,Jack Reacher,2012,"Action,Crime,Thriller",7.0,284547,80100000.0,138300000.0,218400000.0,Action,Crime,Thriller
276,The Emoji Movie,2017,"Adventure,Animation,Comedy",3.2,47294,86100000.0,131699999.0,217799999.0,Adventure,Animation,Comedy
277,Dracula Untold,2014,"Action,Drama,Fantasy",6.3,164829,56300000.0,160800000.0,217100000.0,Action,Drama,Fantasy
278,Central Intelligence,2016,"Action,Comedy,Crime",6.3,138872,127400000.0,89500000.0,216900000.0,Action,Comedy,Crime
279,Ted 2,2015,Comedy,6.3,165843,81500000.0,135200000.0,216700000.0,Comedy,,
280,The Help,2011,Drama,8.1,392699,169700000.0,46900000.0,216600000.0,Drama,,
281,Valentine'S Day,2010,"Comedy,Romance",5.7,107171,110500000.0,106000000.0,216500000.0,Comedy,Romance,
282,Bad Teacher,2011,"Comedy,Romance",5.7,181189,100300000.0,115900000.0,216200000.0,Comedy,Romance,
283,The Sorcerer'S Apprentice,2010,"Action,Adventure,Family",6.1,143862,63200000.0,152100000.0,215300000.0,Action,Adventure,Family
284,Just Go With It,2011,"Comedy,Romance",6.4,200932,103000000.0,111900000.0,214900000.0,Comedy,Romance,
285,The Expendables 3,2014,"Action,Adventure,Thriller",6.1,156432,39300000.0,175300000.0,214600000.0,Action,Adventure,Thriller
286,Smallfoot,2018,"Adventure,Animation,Comedy",6.7,23295,83200000.0,130900000.0,214100000.0,Adventure,Animation,Comedy
287,Creed Ii,2018,"Drama,Sport",7.2,72503,115700000.0,98300000.0,214000000.0,Drama,Sport,
288,Into The Woods,2014,"Adventure,Comedy,Drama",6.0,123577,128000000.0,85100000.0,213100000.0,Adventure,Comedy,Drama
289,Bridget Jones'S Baby,2016,"Comedy,Drama,Romance",6.5,60260,24300000.0,187700000.0,212000000.0,Comedy,Drama,Romance
290,Due Date,2010,"Adventure,Comedy",6.5,303523,100500000.0,111200000.0,211700000.0,Adventure,Comedy,
291,Horrible Bosses,2011,"Comedy,Crime",6.9,398695,117500000.0,92100000.0,209600000.0,Comedy,Crime,
292,Tomorrowland,2015,"Action,Adventure,Family",6.4,161343,93400000.0,115700000.0,209100000.0,Action,Adventure,Family
293,Me Before You,2016,"Drama,Romance",7.4,174567,56200000.0,152100000.0,208300000.0,Drama,Romance,
294,Safe House,2012,"Action,Adventure,Crime",6.8,192655,126400000.0,81700000.0,208100000.0,Action,Adventure,Crime
295,Paranormal Activity 3,2011,"Horror,Mystery,Thriller",5.8,85689,104000000.0,103000000.0,207000000.0,Horror,Mystery,Thriller
296,London Has Fallen,2016,"Action,Thriller",5.9,124757,62500000.0,143200000.0,205700000.0,Action,Thriller,
297,Journey To The West,2014,Drama,6.8,656,18100.0,205600000.0,205618100.0,Drama,,
298,White House Down,2013,"Action,Drama,Thriller",6.4,191791,73100000.0,132300000.0,205400000.0,Action,Drama,Thriller
299,A Dog'S Purpose,2017,"Adventure,Comedy,Drama",7.1,53805,64500000.0,140500000.0,205000000.0,Adventure,Comedy,Drama
300,Eat Pray Love,2010,"Drama,Romance",5.8,77709,80600000.0,124000000.0,204600000.0,Drama,Romance,
301,Need For Speed,2014,"Action,Crime,Thriller",6.5,154909,43600000.0,159700000.0,203300000.0,Action,Crime,Thriller
302,Arrival,2016,"Drama,Mystery,Sci-Fi",7.9,515483,100500000.0,102800000.0,203300000.0,Drama,Mystery,Sci-Fi
303,Straight Outta Compton,2015,"Biography,Drama,History",7.9,165307,161200000.0,40400000.0,201600000.0,Biography,Drama,History
304,Yogi Bear,2010,"Adventure,Animation,Comedy",4.6,18934,100200000.0,101300000.0,201500000.0,Adventure,Animation,Comedy
305,21 Jump Street,2012,"Action,Comedy,Crime",7.2,477771,138400000.0,63100000.0,201500000.0,Action,Comedy,Crime
306,Percy Jackson: Sea Of Monsters,2013,"Adventure,Family,Fantasy",5.8,102313,68600000.0,131300000.0,199900000.0,Adventure,Family,Fantasy
307,Red,2010,"Action,Comedy,Crime",7.1,271570,90400000.0,108600000.0,199000000.0,Action,Comedy,Crime
308,Jack The Giant Slayer,2013,"Adventure,Fantasy",6.3,123127,65200000.0,132500000.0,197700000.0,Adventure,Fantasy,
309,Smurfs: The Lost Village,2017,"Adventure,Animation,Comedy",6.0,15612,45000000.0,152200000.0,197200000.0,Adventure,Animation,Comedy
310,The Vow,2012,"Drama,Romance",6.8,173629,125000000.0,71100000.0,196100000.0,Drama,Romance,
311,The Shape Of Water,2017,"Adventure,Drama,Fantasy",7.3,308112,63900000.0,131400000.0,195300000.0,Adventure,Drama,Fantasy
312,The Intern,2015,"Comedy,Drama",7.1,191494,75800000.0,118800000.0,194600000.0,Comedy,Drama,
313,The Equalizer,2014,"Action,Crime,Thriller",7.2,302302,101500000.0,90800000.0,192300000.0,Action,Crime,Thriller
314,The Equalizer 2,2018,"Action,Crime,Thriller",6.7,97963,102100000.0,88300000.0,190400000.0,Action,Crime,Thriller
315,Breakup Buddies,2014,"Comedy,Drama,Romance",6.4,1199,778000.0,188200000.0,188978000.0,Comedy,Drama,Romance
316,The Secret Life Of Walter Mitty,2013,"Adventure,Comedy,Drama",7.3,275300,58200000.0,129900000.0,188100000.0,Adventure,Comedy,Drama
317,12 Years A Slave,2013,"Biography,Drama,History",8.1,577301,56700000.0,131100000.0,187800000.0,Biography,Drama,History
318,Mr. Popper'S Penguins,2011,"Comedy,Family,Fantasy",6.0,80540,68200000.0,119100000.0,187300000.0,Comedy,Family,Fantasy
319,Hugo,2011,"Adventure,Drama,Family",7.5,284869,73900000.0,111900000.0,185800000.0,Adventure,Drama,Family
320,Pitch Perfect 3,2017,"Comedy,Music",5.8,45127,104900000.0,80500000.0,185400000.0,Comedy,Music,
321,Bad Moms,2016,Comedy,6.2,100952,113300000.0,70700000.0,184000000.0,Comedy,,
322,Jupiter Ascending,2015,"Action,Adventure,Sci-Fi",5.3,166327,47400000.0,136600000.0,184000000.0,Action,Adventure,Sci-Fi
323,Hop,2011,"Adventure,Animation,Comedy",5.4,28893,108100000.0,75900000.0,184000000.0,Adventure,Animation,Comedy
324,The Bfg,2016,"Adventure,Family,Fantasy",6.4,69340,55500000.0,127900000.0,183400000.0,Adventure,Family,Fantasy
325,Storks,2016,"Adventure,Animation,Comedy",6.8,50448,72700000.0,110700000.0,183400000.0,Adventure,Animation,Comedy
326,Mirror Mirror,2012,"Adventure,Comedy,Drama",5.6,79510,64900000.0,118100000.0,183000000.0,Adventure,Comedy,Drama
327,The Impossible,2012,"Drama,History,Thriller",7.6,177762,19000000.0,161300000.0,180300000.0,Drama,History,Thriller
328,The Post,2017,"Biography,Drama,History",7.2,108017,81900000.0,97900000.0,179800000.0,Biography,Drama,History
329,The Dictator,2012,Comedy,6.4,250976,59700000.0,119700000.0,179400000.0,Comedy,,
330,Baywatch,2017,"Action,Comedy,Crime",5.6,137528,58100000.0,119800000.0,177900000.0,Action,Comedy,Crime
331,Paranormal Activity 2,2010,Horror,5.7,93122,84800000.0,92800000.0,177600000.0,Horror,,
332,War Horse,2011,"Drama,History,War",7.2,136447,79900000.0,97700000.0,177600000.0,Drama,History,War
333,The Descendants,2011,"Comedy,Drama",7.3,223464,82600000.0,94700000.0,177300000.0,Comedy,Drama,
334,The A-Team,2010,"Action,Adventure,Thriller",6.8,235256,77200000.0,100000000.0,177200000.0,Action,Adventure,Thriller
335,The Hitman'S Bodyguard,2017,"Action,Comedy,Thriller",6.9,161764,75500000.0,101100000.0,176600000.0,Action,Comedy,Thriller
336,Lee Daniels' The Butler,2013,"Biography,Drama",7.2,102468,116600000.0,60000000.0,176600000.0,Biography,Drama,
337,Looper,2012,"Action,Crime,Drama",7.4,500595,66500000.0,110000000.0,176500000.0,Action,Crime,Drama
338,Hacksaw Ridge,2016,"Biography,Drama,History",8.1,366904,67200000.0,108100000.0,175300000.0,Biography,Drama,History
339,Cowboys & Aliens,2011,"Action,Sci-Fi,Thriller",6.0,195889,100200000.0,74600000.0,174800000.0,Action,Sci-Fi,Thriller
340,The Grand Budapest Hotel,2014,"Adventure,Comedy,Crime",8.1,633604,59300000.0,115500000.0,174800000.0,Adventure,Comedy,Crime
341,Identity Thief,2013,"Adventure,Comedy,Crime",5.7,115624,134500000.0,39500000.0,174000000.0,Adventure,Comedy,Crime
342,The Nutcracker And The Four Realms,2018,"Adventure,Family,Fantasy",5.5,18734,54900000.0,119100000.0,174000000.0,Adventure,Family,Fantasy
343,In Time,2011,"Action,Crime,Drama",6.7,346077,37500000.0,136400000.0,173900000.0,Action,Crime,Drama
344,Creed,2015,"Drama,Sport",7.6,224671,109800000.0,63800000.0,173600000.0,Drama,Sport,
345,Operation Mekong,2016,"Action,Adventure,Crime",6.6,3352,800000.0,172300000.0,173100000.0,Action,Adventure,Crime
346,The Mule,2018,"Crime,Drama,Thriller",7.1,58955,103800000.0,68700000.0,172500000.0,Crime,Drama,Thriller
347,Anchorman 2: The Legend Continues,2013,Comedy,6.3,156116,125200000.0,46300000.0,171500000.0,Comedy,,
348,The Other Guys,2010,"Action,Comedy,Crime",6.7,221664,119200000.0,51200000.0,170400000.0,Action,Comedy,Crime
349,Olympus Has Fallen,2013,"Action,Thriller",6.5,235443,98900000.0,71300000.0,170200000.0,Action,Thriller,
350,Zookeeper,2011,"Comedy,Family,Romance",5.2,52396,80400000.0,89500000.0,169900000.0,Comedy,Family,Romance
351,Dumb And Dumber To,2014,"Adventure,Comedy",5.6,118646,86200000.0,83600000.0,169800000.0,Adventure,Comedy,
352,Fantastic Four,2015,"Action,Adventure,Drama",4.3,140148,56100000.0,111900000.0,168000000.0,Action,Adventure,Drama
353,Unstoppable,2010,"Action,Thriller",6.8,173019,81600000.0,86200000.0,167800000.0,Action,Thriller,
354,Insidious: The Last Key,2018,"Horror,Mystery,Thriller",5.7,42154,67700000.0,100100000.0,167800000.0,Horror,Mystery,Thriller
355,Magic Mike,2012,"Comedy,Drama",6.1,123955,113700000.0,53500000.0,167200000.0,Comedy,Drama,
356,Bridge Of Spies,2015,"Drama,History,Thriller",7.6,263004,72300000.0,93200000.0,165500000.0,Drama,History,Thriller
357,The Muppets,2011,"Adventure,Comedy,Family",7.1,82752,88600000.0,76600000.0,165200000.0,Adventure,Comedy,Family
358,The Huntsman: Winter'S War,2016,"Action,Adventure,Drama",6.1,87714,48400000.0,116600000.0,165000000.0,Action,Adventure,Drama
359,Unbroken,2014,"Biography,Drama,Sport",7.2,129981,115600000.0,47800000.0,163400000.0,Biography,Drama,Sport
360,Jack Reacher: Never Go Back,2016,"Action,Thriller",6.1,121892,58700000.0,103400000.0,162100000.0,Action,Thriller,
361,Limitless,2011,"Mystery,Sci-Fi,Thriller",7.4,492490,79200000.0,82600000.0,161800000.0,Mystery,Sci-Fi,Thriller
362,Flight,2012,"Drama,Thriller",7.3,303009,93800000.0,68000000.0,161800000.0,Drama,Thriller,
363,Into The Storm,2014,"Action,Adventure,Drama",5.8,60894,47600000.0,114100000.0,161700000.0,Action,Adventure,Drama
364,Johnny English Reborn,2011,"Action,Adventure,Comedy",6.3,110824,8300000.0,151800000.0,160100000.0,Action,Adventure,Comedy
365,Underworld Awakening,2012,"Action,Fantasy,Horror",6.4,138350,62300000.0,97800000.0,160100000.0,Action,Fantasy,Horror
366,"Three Billboards Outside Ebbing, Missouri",2017,"Crime,Drama",8.2,344047,54500000.0,104700000.0,159200000.0,Crime,Drama,
367,Johnny English Strikes Again,2018,"Action,Adventure,Comedy",6.2,46932,4400000.0,154500000.0,158900000.0,Action,Adventure,Comedy
368,Final Destination 5,2011,Horror,5.9,98061,42600000.0,115300000.0,157900000.0,Horror,,
369,Don'T Breathe,2016,"Crime,Horror,Thriller",7.1,186799,89200000.0,67900000.0,157100000.0,Crime,Horror,Thriller
370,The Book Of Eli,2010,"Action,Adventure,Drama",6.9,271307,94800000.0,62300000.0,157100000.0,Action,Adventure,Drama
371,This Means War,2012,"Action,Comedy,Romance",6.3,167438,54800000.0,101700000.0,156500000.0,Action,Comedy,Romance
372,The Hateful Eight,2015,"Crime,Drama,Mystery",7.8,434966,54100000.0,101600000.0,155700000.0,Crime,Drama,Mystery
373,The Accountant,2016,"Action,Crime,Drama",7.3,233022,86300000.0,68900000.0,155200000.0,Action,Crime,Drama
374,The Monuments Men,2014,"Comedy,Drama,History",6.1,117638,78000000.0,77000000.0,155000000.0,Comedy,Drama,History
375,Lone Survivor,2013,"Action,Biography,Drama",7.5,246641,125100000.0,29700000.0,154800000.0,Action,Biography,Drama
376,Ride Along,2014,"Action,Comedy,Crime",6.2,94529,134900000.0,19500000.0,154400000.0,Action,Comedy,Crime
377,The Town,2010,"Crime,Drama,Thriller",7.6,322524,92200000.0,61800000.0,154000000.0,Crime,Drama,Thriller
378,Tower Heist,2011,"Action,Comedy,Crime",6.2,125102,78000000.0,74900000.0,152900000.0,Action,Comedy,Crime
379,Date Night,2010,"Comedy,Crime,Romance",6.3,144683,98700000.0,53600000.0,152300000.0,Comedy,Crime,Romance
380,47 Ronin,2013,"Action,Adventure,Drama",6.3,135754,38400000.0,113400000.0,151800000.0,Action,Adventure,Drama
381,Red Sparrow,2018,"Action,Drama,Thriller",6.6,136738,46900000.0,104700000.0,151600000.0,Action,Drama,Thriller
382,Planes: Fire & Rescue,2014,"Adventure,Animation,Comedy",6.0,15273,59200000.0,92200000.0,151400000.0,Adventure,Animation,Comedy
383,Midnight In Paris,2011,"Comedy,Fantasy,Romance",7.7,356500,56800000.0,94300000.0,151100000.0,Comedy,Fantasy,Romance
384,Duckweed,2017,"Comedy,Drama,Fantasy",6.5,1010,472000.0,150600000.0,151072000.0,Comedy,Drama,Fantasy
385,Darkest Hour,2017,"Biography,Drama,History",7.4,136546,56500000.0,94400000.0,150900000.0,Biography,Drama,History
386,Gods Of Egypt,2016,"Action,Adventure,Fantasy",5.4,95111,31200000.0,119500000.0,150700000.0,Action,Adventure,Fantasy
387,Happy Feet Two,2011,"Adventure,Animation,Comedy",5.9,38396,64000000.0,86400000.0,150400000.0,Adventure,Animation,Comedy
388,Goosebumps,2015,"Adventure,Comedy,Family",6.3,72858,80100000.0,70100000.0,150200000.0,Adventure,Comedy,Family
389,I Am Number Four,2011,"Action,Adventure,Sci-Fi",6.1,217762,55100000.0,94800000.0,149900000.0,Action,Adventure,Sci-Fi
390,Jack And Jill,2011,Comedy,3.3,71361,74200000.0,75500000.0,149700000.0,Comedy,,
391,Friends With Benefits,2011,"Comedy,Romance",6.6,317338,55800000.0,93700000.0,149500000.0,Comedy,Romance,
392,No Strings Attached,2011,"Comedy,Romance",6.2,197663,70700000.0,78600000.0,149300000.0,Comedy,Romance,
393,Lights Out,2016,"Drama,Horror,Mystery",6.3,100650,67300000.0,81600000.0,148900000.0,Drama,Horror,Mystery
394,King Arthur: Legend Of The Sword,2017,"Action,Adventure,Drama",6.8,169054,39200000.0,109500000.0,148700000.0,Action,Adventure,Drama
395,Red 2,2013,"Action,Comedy,Crime",6.6,148846,53300000.0,94800000.0,148100000.0,Action,Comedy,Crime
396,Arthur Christmas,2011,"Adventure,Animation,Comedy",7.1,45439,46500000.0,101000000.0,147500000.0,Adventure,Animation,Comedy
397,Source Code,2011,"Action,Drama,Sci-Fi",7.5,452036,54700000.0,92600000.0,147300000.0,Action,Drama,Sci-Fi
398,The Last Witch Hunter,2015,"Action,Adventure,Fantasy",6.0,86118,27400000.0,119600000.0,147000000.0,Action,Adventure,Fantasy
399,Mama,2013,"Horror,Thriller",6.2,158487,71600000.0,74800000.0,146400000.0,Horror,Thriller,
400,The Foreigner,2017,"Action,Thriller",7.0,81288,34400000.0,111000000.0,145400000.0,Action,Thriller,
401,"Crazy, Stupid, Love.",2011,"Comedy,Drama,Romance",7.4,436830,84400000.0,58500000.0,142900000.0,Comedy,Drama,Romance
402,Paranormal Activity 4,2012,"Horror,Mystery,Thriller",4.6,58408,53900000.0,88900000.0,142800000.0,Horror,Mystery,Thriller
403,New Year'S Eve,2011,"Comedy,Romance",5.7,76656,54500000.0,87500000.0,142000000.0,Comedy,Romance,
404,Trainwreck,2015,"Comedy,Drama,Romance",6.2,121860,110200000.0,30600000.0,140800000.0,Comedy,Drama,Romance
405,Sausage Party,2016,"Adventure,Animation,Comedy",6.2,159111,97700000.0,43000000.0,140700000.0,Adventure,Animation,Comedy
406,Girls Trip,2017,"Comedy,Drama",6.2,29321,115200000.0,25400000.0,140600000.0,Comedy,Drama,
407,Step Up Revolution,2012,"Drama,Music,Romance",6.5,51295,35100000.0,105400000.0,140500000.0,Drama,Music,Romance
408,Lion,2016,"Biography,Drama",8.1,181601,51700000.0,88600000.0,140300000.0,Biography,Drama,
409,Legend Of The Guardians: The Owls Of Ga'Hoole,2010,"Action,Adventure,Animation",7.0,73790,55700000.0,84400000.0,140100000.0,Action,Adventure,Animation
410,The Wolfman,2010,"Drama,Fantasy,Horror",5.8,97873,62000000.0,77800000.0,139800000.0,Drama,Fantasy,Horror
411,Mr. Six,2015,"Action,Drama",7.1,2838,1400000.0,137800000.0,139200000.0,Action,Drama,
412,Let'S Be Cops,2014,"Comedy,Crime",6.4,121633,82400000.0,55800000.0,138200000.0,Comedy,Crime,
413,Escape Plan,2013,"Action,Crime,Mystery",6.7,211587,25100000.0,112200000.0,137300000.0,Action,Crime,Mystery
414,The First Purge,2018,"Action,Horror,Sci-Fi",5.1,41741,69500000.0,67500000.0,137000000.0,Action,Horror,Sci-Fi
415,The Bounty Hunter,2010,"Action,Comedy,Romance",5.6,112444,67099999.0,69300000.0,136399999.0,Action,Comedy,Romance
416,Jack Ryan: Shadow Recruit,2014,"Action,Drama,Thriller",6.2,114913,50600000.0,84900000.0,135500000.0,Action,Drama,Thriller
417,Contagion,2011,"Action,Drama,Thriller",6.6,201536,75700000.0,59800000.0,135500000.0,Action,Drama,Thriller
418,American Made,2017,"Action,Biography,Comedy",7.2,131043,51300000.0,83500000.0,134800000.0,Action,Biography,Comedy
419,Wall Street: Money Never Sleeps,2010,Drama,6.2,93486,52500000.0,82300000.0,134800000.0,Drama,,
420,Last Vegas,2013,"Comedy,Drama",6.6,121409,63900000.0,70500000.0,134400000.0,Comedy,Drama,
421,The Big Short,2015,"Biography,Comedy,Drama",7.8,309227,70300000.0,63200000.0,133500000.0,Biography,Comedy,Drama
422,The Artist,2011,Thriller,6.8,6,44700000.0,88800000.0,133500000.0,Thriller,,
423,The Artist,2011,"Comedy,Drama,Romance",7.9,217184,44700000.0,88800000.0,133500000.0,Comedy,Drama,Romance
424,Zero Dark Thirty,2012,"Drama,Thriller",7.4,251072,95700000.0,37100000.0,132800000.0,Drama,Thriller,
